Cues,Coverage,Unknown,R1missing,R2missing,R3missing
包裹,0.733812949640288,0,0,0.181818181818182,0.290909090909091
匆匆,0.62406015037594,0,0,0.218181818181818,0.363636363636364
匆忙,0.804878048780488,0,0,0.327272727272727,0.436363636363636
匕首,0.610738255033557,0,0,0.109090909090909,0.181818181818182
化,0.763888888888889,0,0,0.109090909090909,0.272727272727273
化妆,0.655405405405405,0,0.0181818181818182,0.0909090909090909,0.2
化妆品,0.604026845637584,0,0.0181818181818182,0.109090909090909,0.163636363636364
化学,0.814102564102564,0.0181818181818182,0,0.0727272727272727,0.0909090909090909
化工,0.791666666666667,0.0363636363636364,0,0.145454545454545,0.236363636363636
化石,0.796992481203007,0.0181818181818182,0,0.163636363636364,0.418181818181818
化肥,0.633093525179856,0,0.0181818181818182,0.163636363636364,0.290909090909091
化身,0.640625,0.0545454545454545,0,0.272727272727273,0.4
北,0.840909090909091,0,0,0.290909090909091,0.309090909090909
北上广,0.683098591549296,0,0,0.109090909090909,0.309090909090909
北京,0.823529411764706,0,0,0.0727272727272727,0.145454545454545
北大,0.711267605633803,0,0.0181818181818182,0.145454545454545,0.254545454545455
北方,0.766666666666667,0,0,0.0727272727272727,0.2
北极,0.699346405228758,0,0,0.0545454545454545,0.163636363636364
北极熊,0.847682119205298,0,0,0.0545454545454545,0.2
匪徒,0.709219858156028,0,0.0363636363636364,0.163636363636364,0.236363636363636
匹配,0.633986928104575,0,0,0.0727272727272727,0.145454545454545
区,0.662068965517241,0,0,0.127272727272727,0.236363636363636
区分,0.807692307692308,0,0,0.236363636363636,0.4
区别,0.8203125,0,0,0.290909090909091,0.381818181818182
区域,0.783783783783784,0,0,0.0909090909090909,0.218181818181818
医学,0.824242424242424,0,0,0,0
医患关系,0.827067669172932,0,0,0.236363636363636,0.345454545454545
医生,0.860927152317881,0.0181818181818182,0,0.0909090909090909,0.163636363636364
医疗,0.813793103448276,0,0,0.127272727272727,0.236363636363636
医药,0.722222222222222,0,0,0.145454545454545,0.236363636363636
医闹,0.687943262411348,0.0363636363636364,0,0.163636363636364,0.272727272727273
医院,0.883116883116883,0,0,0.0545454545454545,0.145454545454545
十,0.725925925925926,0.0181818181818182,0.0363636363636364,0.163636363636364,0.345454545454545
十一,0.717391304347826,0,0,0.2,0.290909090909091
十二,0.535211267605634,0.0545454545454545,0,0.163636363636364,0.254545454545455
十五,0.517985611510791,0,0.0181818181818182,0.127272727272727,0.327272727272727
十分,0.795620437956204,0,0.0181818181818182,0.2,0.290909090909091
十字,0.74025974025974,0,0,0.0181818181818182,0.181818181818182
十字架,0.862745098039216,0,0,0.0727272727272727,0.145454545454545
十字路口,0.766233766233766,0,0,0.0545454545454545,0.145454545454545
十年,0.651898734177215,0,0,0,0.127272727272727
十月,0.631578947368421,0,0,0.236363636363636,0.345454545454545
十足,0.781954887218045,0,0,0.218181818181818,0.363636363636364
十里,0.60655737704918,0.0181818181818182,0,0.254545454545455,0.527272727272727
千,0.428571428571429,0.0181818181818182,0.0363636363636364,0.127272727272727,0.290909090909091
升值,0.834437086092715,0,0,0.0727272727272727,0.181818181818182
升华,0.655172413793103,0,0,0.0909090909090909,0.272727272727273
升学,0.817610062893082,0,0,0,0.109090909090909
升旗,0.763888888888889,0,0,0.145454545454545,0.236363636363636
升级,0.816901408450704,0,0,0.145454545454545,0.272727272727273
升职,0.719424460431655,0.0181818181818182,0,0.163636363636364,0.309090909090909
升起,0.846153846153846,0,0,0.145454545454545,0.254545454545455
午后,0.738255033557047,0,0,0.127272727272727,0.163636363636364
午夜,0.69281045751634,0,0,0.0727272727272727,0.145454545454545
午餐,0.793548387096774,0,0,0.0727272727272727,0.109090909090909
午饭,0.77536231884058,0,0,0.218181818181818,0.272727272727273
华丽,0.655405405405405,0,0.0181818181818182,0.109090909090909,0.181818181818182
华人,0.678832116788321,0,0,0.181818181818182,0.327272727272727
华侨,0.683453237410072,0,0,0.181818181818182,0.290909090909091
华夫饼,0.633333333333333,0.0545454545454545,0,0.0909090909090909,0.181818181818182
协会,0.6953125,0,0.0181818181818182,0.290909090909091,0.363636363636364
协作,0.833333333333333,0,0.0181818181818182,0.145454545454545,0.327272727272727
协商,0.758620689655172,0.0181818181818182,0,0.145454545454545,0.218181818181818
协议,0.820143884892086,0,0.0181818181818182,0.163636363636364,0.290909090909091
协调,0.8046875,0,0,0.290909090909091,0.381818181818182
卑劣,0.784172661870504,0,0.0181818181818182,0.163636363636364,0.290909090909091
卑微,0.755395683453237,0,0.0181818181818182,0.2,0.254545454545455
卑鄙,0.722627737226277,0.0181818181818182,0,0.2,0.309090909090909
卓别林,0.653333333333333,0.0181818181818182,0,0.0909090909090909,0.181818181818182
卓越,0.763636363636364,0,0,0,0
单一,0.609756097560976,0.0181818181818182,0,0.309090909090909,0.454545454545455
单位,0.82,0.0181818181818182,0.0181818181818182,0.0545454545454545,0.2
单元,0.71523178807947,0.0363636363636364,0.0181818181818182,0.0727272727272727,0.163636363636364
单反,0.765151515151515,0,0,0.290909090909091,0.309090909090909
单独,0.833333333333333,0.0181818181818182,0,0.163636363636364,0.327272727272727
单簧管,0.598591549295775,0,0.0181818181818182,0.145454545454545,0.254545454545455
单纯,0.896296296296296,0,0,0.2,0.345454545454545
单词,0.708029197080292,0.0181818181818182,0,0.2,0.309090909090909
单身,0.781021897810219,0,0,0.236363636363636,0.272727272727273
单身汉,0.701986754966887,0,0,0.0545454545454545,0.2
单身狗,0.615942028985507,0.0545454545454545,0,0.2,0.290909090909091
单车,0.709459459459459,0.0181818181818182,0.0181818181818182,0.109090909090909,0.181818181818182
卖,0.771428571428571,0,0,0.2,0.254545454545455
卖萌,0.716312056737589,0.0181818181818182,0.0181818181818182,0.145454545454545,0.272727272727273
南,0.804054054054054,0.0363636363636364,0,0.163636363636364,0.145454545454545
南京,0.585987261146497,0,0,0.0545454545454545,0.0909090909090909
南北,0.67948717948718,0,0,0.0545454545454545,0.109090909090909
南方,0.713333333333333,0.0181818181818182,0,0.0909090909090909,0.181818181818182
南极,0.80794701986755,0,0.0181818181818182,0.0909090909090909,0.145454545454545
南海,0.711111111111111,0.0181818181818182,0,0.2,0.345454545454545
南瓜,0.67741935483871,0,0,0.0363636363636364,0.145454545454545
南瓜灯,0.8,0,0.0181818181818182,0.236363636363636,0.381818181818182
博士,0.771812080536913,0,0.0181818181818182,0.109090909090909,0.163636363636364
博学,0.507246376811594,0,0,0.181818181818182,0.309090909090909
博弈,0.638888888888889,0.0363636363636364,0,0.127272727272727,0.254545454545455
博物,0.641791044776119,0,0,0.236363636363636,0.327272727272727
博物馆,0.647435897435897,0,0.0181818181818182,0,0.145454545454545
占据,0.673758865248227,0,0,0.163636363636364,0.272727272727273
占有,0.769230769230769,0,0,0.218181818181818,0.418181818181818
卡,0.571428571428571,0,0,0.127272727272727,0.2
卡片,0.737226277372263,0,0,0.181818181818182,0.327272727272727
卡牌,0.523809523809524,0.0909090909090909,0,0.236363636363636,0.472727272727273
卡路里,0.899328859060403,0,0,0.0727272727272727,0.218181818181818
卡车,0.648484848484848,0,0,0,0
卡通,0.753521126760563,0,0,0.127272727272727,0.290909090909091
卧室,0.853333333333333,0,0,0.109090909090909,0.163636363636364
卧底,0.708860759493671,0,0,0.0363636363636364,0.0909090909090909
卧槽,0.43448275862069,0.0181818181818182,0,0.163636363636364,0.2
卧轨,0.797297297297297,0,0.0181818181818182,0.0909090909090909,0.2
卫星,0.767123287671233,0,0,0.127272727272727,0.218181818181818
卫生,0.868055555555556,0,0,0.109090909090909,0.272727272727273
卫生巾,0.647482014388489,0,0,0.2,0.272727272727273
卫生纸,0.678832116788321,0,0.0181818181818182,0.163636363636364,0.327272727272727
卫生间,0.75,0,0,0.2,0.254545454545455
印刷,0.618181818181818,0,0,0,0
印度,0.481012658227848,0,0,0,0.127272727272727
印象,0.795620437956204,0,0.0363636363636364,0.2,0.272727272727273
印象深刻,0.714285714285714,0,0,0.109090909090909,0.218181818181818
危,0.809859154929577,0,0,0.145454545454545,0.272727272727273
危害,0.784722222222222,0.0181818181818182,0,0.109090909090909,0.272727272727273
危急,0.71969696969697,0,0.0363636363636364,0.218181818181818,0.345454545454545
危机,0.757575757575758,0,0,0,0
危险,0.721212121212121,0,0,0,0
卵,0.546099290780142,0,0,0.163636363636364,0.272727272727273
卷,0.543478260869565,0,0,0.2,0.290909090909091
卷发,0.696551724137931,0,0,0.0727272727272727,0.290909090909091
卷心菜,0.695035460992908,0,0.0363636363636364,0.181818181818182,0.218181818181818
卷烟,0.772727272727273,0,0.0363636363636364,0.2,0.363636363636364
卷福,0.514285714285714,0.0363636363636364,0,0.163636363636364,0.290909090909091
厂,0.728476821192053,0,0,0.109090909090909,0.145454545454545
厂长,0.678571428571429,0.0181818181818182,0.0181818181818182,0.181818181818182,0.254545454545455
厄,0.692307692307692,0.0181818181818182,0.0545454545454545,0.327272727272727,0.490909090909091
厄运,0.721428571428571,0,0,0.163636363636364,0.290909090909091
历史,0.587878787878788,0,0,0,0
厉害,0.731707317073171,0,0.0181818181818182,0,0
厉害了,0.676923076923077,0.0181818181818182,0.0181818181818182,0.254545454545455,0.363636363636364
压,0.683453237410072,0,0.0181818181818182,0.163636363636364,0.290909090909091
压制,0.700787401574803,0.0181818181818182,0.0181818181818182,0.272727272727273,0.4
压力,0.757575757575758,0,0,0,0
压抑,0.867132867132867,0.0181818181818182,0,0.163636363636364,0.236363636363636
压迫,0.805555555555556,0,0,0.127272727272727,0.254545454545455
厌倦,0.819444444444444,0.0181818181818182,0,0.127272727272727,0.254545454545455
厌恶,0.841463414634146,0,0,0,0.0181818181818182
厌烦,0.874074074074074,0,0,0.181818181818182,0.363636363636364
厕所,0.67910447761194,0.0181818181818182,0.0181818181818182,0.218181818181818,0.327272727272727
厘米,0.583892617449664,0,0.0181818181818182,0.0909090909090909,0.181818181818182
厚,0.826388888888889,0,0,0.109090909090909,0.272727272727273
厚实,0.703125,0.0181818181818182,0,0.254545454545455,0.418181818181818
厚重,0.696296296296296,0,0,0.181818181818182,0.363636363636364
原则,0.753731343283582,0.0545454545454545,0,0.218181818181818,0.345454545454545
原告,0.907894736842105,0,0,0.0727272727272727,0.163636363636364
原因,0.876811594202899,0,0.0181818181818182,0.163636363636364,0.309090909090909
原始,0.639705882352941,0,0,0.2,0.327272727272727
原始人,0.486842105263158,0.0181818181818182,0,0.0727272727272727,0.163636363636364
原子,0.700680272108844,0,0,0.109090909090909,0.218181818181818
原子弹,0.666666666666667,0,0,0.109090909090909,0.163636363636364
原料,0.666666666666667,0.0181818181818182,0,0.272727272727273,0.381818181818182
原本,0.739495798319328,0.0181818181818182,0,0.345454545454545,0.490909090909091
原来,0.765957446808511,0,0.0181818181818182,0.109090909090909,0.309090909090909
原理,0.874125874125874,0,0,0.127272727272727,0.272727272727273
原谅,0.870503597122302,0,0.0181818181818182,0.181818181818182,0.272727272727273
厦门,0.604166666666667,0,0,0.145454545454545,0.236363636363636
厨具,0.75,0,0,0.0545454545454545,0.181818181818182
厨师,0.685897435897436,0,0.0181818181818182,0.0363636363636364,0.109090909090909
厨房,0.786666666666667,0,0,0.0909090909090909,0.181818181818182
去,0.763888888888889,0,0,0.127272727272727,0.254545454545455
去世,0.795620437956204,0,0,0.2,0.309090909090909
去死,0.635658914728682,0.0363636363636364,0.0181818181818182,0.236363636363636,0.4
去除,0.507692307692308,0,0,0.236363636363636,0.4
县,0.5,0.0545454545454545,0,0.163636363636364,0.254545454545455
参与,0.8359375,0,0,0.2,0.472727272727273
参加,0.910344827586207,0,0,0.127272727272727,0.236363636363636
参考,0.784722222222222,0,0,0.145454545454545,0.236363636363636
参谋,0.616438356164384,0,0,0.109090909090909,0.236363636363636
又,0.646153846153846,0,0,0.254545454545455,0.381818181818182
叉,0.714285714285714,0,0,0.145454545454545,0.309090909090909
叉子,0.902777777777778,0.0181818181818182,0.0181818181818182,0.127272727272727,0.236363636363636
及时,0.544715447154472,0.0181818181818182,0,0.309090909090909,0.454545454545455
及格,0.753333333333333,0,0.0545454545454545,0.0545454545454545,0.163636363636364
友,0.789115646258503,0,0,0.0909090909090909,0.236363636363636
友人,0.669172932330827,0,0.0181818181818182,0.163636363636364,0.4
友善,0.880597014925373,0,0,0.254545454545455,0.309090909090909
友好,0.882758620689655,0,0,0.145454545454545,0.218181818181818
友情,0.802721088435374,0.0181818181818182,0,0.0909090909090909,0.236363636363636
友爱,0.863636363636364,0.0181818181818182,0,0.254545454545455,0.345454545454545
友谊,0.696969696969697,0,0,0,0
双,0.480263157894737,0,0,0.0545454545454545,0.181818181818182
双倍,0.591549295774648,0.0181818181818182,0,0.145454545454545,0.272727272727273
双手,0.671532846715328,0,0,0.163636363636364,0.345454545454545
双方,0.762589928057554,0.0181818181818182,0,0.181818181818182,0.290909090909091
双胞胎,0.641791044776119,0.0181818181818182,0,0.2,0.363636363636364
反,0.633587786259542,0.0363636363636364,0,0.272727272727273,0.345454545454545
反光,0.681818181818182,0,0,0.218181818181818,0.381818181818182
反击,0.716216216216216,0.0181818181818182,0,0.127272727272727,0.181818181818182
反叛,0.625,0.0363636363636364,0,0.127272727272727,0.254545454545455
反响,0.818181818181818,0,0,0.163636363636364,0.236363636363636
反复,0.676470588235294,0.0181818181818182,0,0.181818181818182,0.345454545454545
反射,0.685314685314685,0,0,0.109090909090909,0.290909090909091
反射弧,0.598765432098765,0,0,0,0.0545454545454545
反常,0.815068493150685,0,0,0.0909090909090909,0.254545454545455
反应,0.824242424242424,0,0,0,0
反弹,0.639705882352941,0,0,0.2,0.327272727272727
反思,0.885714285714286,0,0,0.2,0.254545454545455
反感,0.830882352941177,0,0,0.163636363636364,0.363636363636364
反抗,0.836601307189543,0.0181818181818182,0,0.0909090909090909,0.127272727272727
反映,0.807692307692308,0,0,0.254545454545455,0.381818181818182
反派,0.707142857142857,0,0,0.181818181818182,0.272727272727273
反省,0.813432835820896,0,0,0.218181818181818,0.345454545454545
反胃,0.669064748201439,0.0181818181818182,0,0.2,0.272727272727273
反面,0.843971631205674,0,0,0.145454545454545,0.290909090909091
反馈,0.796992481203007,0,0,0.236363636363636,0.345454545454545
反驳,0.710344827586207,0,0.0181818181818182,0.145454545454545,0.2
发,0.73469387755102,0,0,0.145454545454545,0.181818181818182
发光,0.758620689655172,0.0181818181818182,0,0.127272727272727,0.236363636363636
发动机,0.589928057553957,0,0,0.181818181818182,0.290909090909091
发呆,0.721428571428571,0,0,0.127272727272727,0.327272727272727
发型,0.744525547445255,0,0.0181818181818182,0.145454545454545,0.345454545454545
发射,0.847826086956522,0,0.0363636363636364,0.2,0.254545454545455
发小,0.683823529411765,0,0.0181818181818182,0.2,0.309090909090909
发展,0.76969696969697,0,0,0,0
发布,0.789115646258503,0,0,0.0727272727272727,0.254545454545455
发抖,0.716216216216216,0.0181818181818182,0,0.109090909090909,0.2
发挥,0.671875,0.0181818181818182,0.0181818181818182,0.236363636363636,0.418181818181818
发明,0.842424242424242,0,0,0,0
发泄,0.80794701986755,0,0,0.0727272727272727,0.181818181818182
发炎,0.538461538461538,0,0,0.127272727272727,0.272727272727273
发烧,0.774436090225564,0,0.0363636363636364,0.181818181818182,0.363636363636364
发热,0.718120805369127,0,0,0.0909090909090909,0.2
发现,0.763636363636364,0,0,0,0
发生,0.819672131147541,0,0,0.309090909090909,0.472727272727273
发电,0.522727272727273,0,0,0.236363636363636,0.363636363636364
发票,0.542857142857143,0,0,0.2,0.254545454545455
发育,0.787671232876712,0.0363636363636364,0,0.109090909090909,0.236363636363636
发胖,0.636986301369863,0,0,0.127272727272727,0.218181818181818
发芽,0.741007194244604,0,0,0.181818181818182,0.290909090909091
发表,0.822695035460993,0,0,0.145454545454545,0.290909090909091
发言,0.81294964028777,0.0181818181818182,0,0.181818181818182,0.290909090909091
发誓,0.702127659574468,0,0,0.163636363636364,0.272727272727273
发财,0.627586206896552,0,0,0.109090909090909,0.254545454545455
发达,0.730496453900709,0,0,0.163636363636364,0.272727272727273
发送,0.863636363636364,0,0.0181818181818182,0.236363636363636,0.345454545454545
发音,0.719178082191781,0,0,0.127272727272727,0.218181818181818
叔叔,0.814285714285714,0.0181818181818182,0,0.163636363636364,0.290909090909091
取,0.631147540983607,0.0181818181818182,0,0.254545454545455,0.527272727272727
取得,0.830769230769231,0.0181818181818182,0,0.272727272727273,0.363636363636364
取消,0.837037037037037,0,0,0.218181818181818,0.327272727272727
取笑,0.751824817518248,0,0,0.181818181818182,0.327272727272727
受,0.80794701986755,0,0,0.0545454545454545,0.2
受不了,0.674242424242424,0.0181818181818182,0,0.2,0.4
受伤,0.806060606060606,0,0,0,0
受害,0.722222222222222,0.0181818181818182,0,0.127272727272727,0.254545454545455
受害者,0.781818181818182,0,0,0,0
受挫,0.838028169014085,0,0,0.127272727272727,0.290909090909091
受罪,0.755555555555556,0,0,0.2,0.345454545454545
受苦,0.669117647058823,0,0,0.218181818181818,0.309090909090909
受虐,0.666666666666667,0,0,0.254545454545455,0.345454545454545
受贿,0.677215189873418,0,0,0.0363636363636364,0.0909090909090909
变,0.722222222222222,0,0.0363636363636364,0.272727272727273,0.4
变动,0.816793893129771,0,0,0.2,0.418181818181818
变化,0.722222222222222,0,0,0.309090909090909,0.4
变幻,0.594405594405594,0,0,0.145454545454545,0.254545454545455
变异,0.661971830985915,0.0181818181818182,0,0.127272727272727,0.290909090909091
变态,0.778571428571429,0,0.0181818181818182,0.0909090909090909,0.345454545454545
变换,0.681159420289855,0.0181818181818182,0,0.218181818181818,0.272727272727273
变色龙,0.695035460992908,0,0,0.163636363636364,0.272727272727273
变革,0.765957446808511,0.0181818181818182,0,0.127272727272727,0.309090909090909
叙利亚,0.861111111111111,0.0181818181818182,0,0.145454545454545,0.236363636363636
叙述,0.818840579710145,0,0,0.2,0.290909090909091
叛徒,0.637037037037037,0,0.0181818181818182,0.218181818181818,0.309090909090909
叛逆,0.725190839694656,0,0,0.2,0.418181818181818
口,0.723880597014925,0,0,0.218181818181818,0.345454545454545
口号,0.49618320610687,0.0363636363636364,0.0181818181818182,0.236363636363636,0.363636363636364
口吃,0.765625,0,0.0181818181818182,0.290909090909091,0.363636363636364
口头,0.715151515151515,0,0,0,0
口头禅,0.546218487394958,0.0181818181818182,0.0545454545454545,0.363636363636364,0.418181818181818
口才,0.679389312977099,0,0,0.218181818181818,0.4
口气,0.708029197080292,0,0,0.127272727272727,0.381818181818182
口水,0.727941176470588,0,0,0.181818181818182,0.345454545454545
口渴,0.753246753246753,0.0181818181818182,0,0.0727272727272727,0.127272727272727
口琴,0.664285714285714,0.0181818181818182,0,0.145454545454545,0.309090909090909
口红,0.688311688311688,0,0.0181818181818182,0.0545454545454545,0.127272727272727
口罩,0.764705882352941,0,0,0.0545454545454545,0.163636363636364
口腔,0.81021897810219,0,0,0.163636363636364,0.345454545454545
口袋,0.746575342465753,0.0181818181818182,0,0.109090909090909,0.236363636363636
口角,0.877697841726619,0,0,0.145454545454545,0.327272727272727
口语,0.797297297297297,0,0,0.109090909090909,0.2
口音,0.722222222222222,0.0181818181818182,0,0.145454545454545,0.236363636363636
口香糖,0.598425196850394,0,0,0.254545454545455,0.436363636363636
古人,0.634328358208955,0.0181818181818182,0,0.218181818181818,0.345454545454545
古代,0.76969696969697,0,0,0,0
古典,0.793103448275862,0,0,0.109090909090909,0.254545454545455
古城,0.646666666666667,0,0,0.0727272727272727,0.2
古怪,0.740157480314961,0,0,0.236363636363636,0.454545454545455
古板,0.666666666666667,0,0,0.181818181818182,0.309090909090909
古老,0.775,0,0,0,0.0909090909090909
古老的,0.690789473684211,0,0,0.0727272727272727,0.163636363636364
古董,0.731034482758621,0.0181818181818182,0,0.145454545454545,0.218181818181818
古装,0.666666666666667,0,0,0.127272727272727,0.254545454545455
古诗,0.662162162162162,0.0181818181818182,0.0181818181818182,0.0909090909090909,0.2
古迹,0.72108843537415,0.0181818181818182,0,0.127272727272727,0.2
古风,0.619718309859155,0,0,0.145454545454545,0.272727272727273
古龙,0.72027972027972,0.0363636363636364,0,0.145454545454545,0.254545454545455
古龙水,0.761290322580645,0.0181818181818182,0,0.0363636363636364,0.145454545454545
句,0.666666666666667,0,0,0.236363636363636,0.363636363636364
句号,0.868613138686131,0,0.0181818181818182,0.181818181818182,0.309090909090909
句子,0.716216216216216,0,0,0.0909090909090909,0.218181818181818
只是,0.76510067114094,0,0,0.127272727272727,0.163636363636364
只有,0.788732394366197,0,0,0.145454545454545,0.272727272727273
只要,0.691729323308271,0,0,0.236363636363636,0.345454545454545
叫,0.737588652482269,0,0,0.163636363636364,0.272727272727273
叫嚷,0.746153846153846,0,0.0181818181818182,0.272727272727273,0.345454545454545
召唤,0.528985507246377,0,0.0181818181818182,0.181818181818182,0.290909090909091
可乐,0.564625850340136,0.0181818181818182,0,0.127272727272727,0.2
可以,0.795454545454545,0,0.0181818181818182,0.218181818181818,0.363636363636364
可信,0.748091603053435,0.0181818181818182,0,0.181818181818182,0.436363636363636
可口,0.851063829787234,0,0,0.145454545454545,0.290909090909091
可叹,0.576923076923077,0.0181818181818182,0,0.272727272727273,0.363636363636364
可怕,0.794117647058823,0.0181818181818182,0.0181818181818182,0.2,0.309090909090909
可怕的,0.767741935483871,0,0,0.0363636363636364,0.145454545454545
可怜,0.674074074074074,0.0545454545454545,0,0.163636363636364,0.381818181818182
可恨,0.785714285714286,0.0181818181818182,0,0.327272727272727,0.381818181818182
可恶,0.784,0.0181818181818182,0.0181818181818182,0.272727272727273,0.436363636363636
可悲,0.8,0,0.0181818181818182,0.0727272727272727,0.272727272727273
可惜,0.658119658119658,0,0.0363636363636364,0.4,0.436363636363636
可憎,0.770992366412214,0.0363636363636364,0,0.254545454545455,0.363636363636364
可是,0.779411764705882,0.0363636363636364,0,0.218181818181818,0.309090909090909
可爱,0.751515151515151,0,0,0,0
可用,0.676923076923077,0.0545454545454545,0,0.272727272727273,0.363636363636364
可疑,0.804054054054054,0,0,0.127272727272727,0.181818181818182
可笑,0.712230215827338,0.0727272727272727,0,0.181818181818182,0.290909090909091
可耻,0.736434108527132,0.0181818181818182,0.0181818181818182,0.272727272727273,0.363636363636364
可能,0.846153846153846,0,0,0.145454545454545,0.254545454545455
可能性,0.676470588235294,0,0,0.218181818181818,0.309090909090909
可行,0.741666666666667,0.0363636363636364,0,0.363636363636364,0.454545454545455
可见,0.725806451612903,0,0,0.290909090909091,0.454545454545455
可贵,0.818181818181818,0,0,0.218181818181818,0.381818181818182
可靠,0.823076923076923,0.0363636363636364,0,0.218181818181818,0.418181818181818
台灯,0.774647887323944,0,0,0.145454545454545,0.272727272727273
台球,0.477124183006536,0,0,0.0181818181818182,0.2
台阶,0.711111111111111,0,0,0.218181818181818,0.327272727272727
台风,0.623456790123457,0,0,0,0.0545454545454545
右,0.849206349206349,0,0,0.309090909090909,0.4
右手,0.721804511278195,0.0181818181818182,0.0363636363636364,0.218181818181818,0.327272727272727
右边,0.764285714285714,0,0,0.145454545454545,0.309090909090909
右面,0.848484848484849,0,0,0.254545454545455,0.345454545454545
叶,0.769230769230769,0,0,0.145454545454545,0.254545454545455
叶子,0.820689655172414,0,0,0.127272727272727,0.236363636363636
号,0.685314685314685,0,0,0.127272727272727,0.272727272727273
号码,0.740458015267176,0,0,0.236363636363636,0.381818181818182
号角,0.506666666666667,0,0,0.0909090909090909,0.181818181818182
司令,0.727272727272727,0,0,0.145454545454545,0.254545454545455
司机,0.814285714285714,0,0,0.181818181818182,0.272727272727273
司法,0.772727272727273,0.0363636363636364,0,0.0727272727272727,0.127272727272727
叹气,0.696551724137931,0,0,0.127272727272727,0.236363636363636
叽叽喳喳,0.854166666666667,0,0,0.127272727272727,0.254545454545455
吃,0.864285714285714,0,0,0.163636363636364,0.290909090909091
吃东西,0.854545454545454,0,0,0,0
吃人,0.598639455782313,0.0363636363636364,0.0181818181818182,0.127272727272727,0.181818181818182
吃土,0.709923664122137,0,0,0.272727272727273,0.345454545454545
吃惊,0.614173228346457,0.0545454545454545,0.0181818181818182,0.254545454545455,0.418181818181818
吃瓜,0.727891156462585,0,0,0.109090909090909,0.218181818181818
吃的,0.764705882352941,0,0,0.0363636363636364,0.181818181818182
吃肉,0.669117647058823,0.0181818181818182,0,0.236363636363636,0.290909090909091
吃药,0.826388888888889,0,0,0.145454545454545,0.236363636363636
吃醋,0.757142857142857,0,0,0.127272727272727,0.327272727272727
吃饭,0.819444444444444,0.0181818181818182,0,0.163636363636364,0.218181818181818
合,0.611510791366906,0,0,0.163636363636364,0.309090909090909
合伙人,0.751515151515151,0,0,0,0
合作,0.666666666666667,0,0,0.145454545454545,0.345454545454545
合同,0.725609756097561,0,0,0,0.0181818181818182
合唱,0.555555555555556,0,0,0.0545454545454545,0.163636363636364
合并,0.601503759398496,0,0,0.218181818181818,0.363636363636364
合格,0.781954887218045,0.0181818181818182,0.0545454545454545,0.145454545454545,0.381818181818182
合法,0.842465753424658,0,0,0.145454545454545,0.2
合理,0.744360902255639,0.0363636363636364,0,0.2,0.381818181818182
合理性,0.676056338028169,0,0,0.181818181818182,0.236363636363636
合约,0.759398496240602,0,0,0.218181818181818,0.363636363636364
合肥,0.437956204379562,0.0181818181818182,0,0.145454545454545,0.363636363636364
合适,0.776978417266187,0,0,0.163636363636364,0.309090909090909
吉他,0.645390070921986,0,0.0181818181818182,0.181818181818182,0.236363636363636
吉利,0.657342657342657,0,0,0.127272727272727,0.272727272727273
吉祥,0.725352112676056,0.0181818181818182,0,0.181818181818182,0.236363636363636
吊床,0.713375796178344,0.0181818181818182,0,0.0181818181818182,0.127272727272727
吊瓶,0.813793103448276,0,0,0.127272727272727,0.236363636363636
同事,0.811594202898551,0,0.0363636363636364,0.145454545454545,0.309090909090909
同人,0.659722222222222,0,0,0.145454545454545,0.236363636363636
同伴,0.783216783216783,0,0,0.163636363636364,0.236363636363636
同学,0.801470588235294,0,0,0.236363636363636,0.290909090909091
同居,0.8,0,0,0,0
同志,0.732824427480916,0,0.0545454545454545,0.2,0.363636363636364
同性,0.786259541984733,0,0,0.254545454545455,0.363636363636364
同性恋,0.604166666666667,0,0.0181818181818182,0.109090909090909,0.254545454545455
同情,0.884848484848485,0,0,0,0
同意,0.8,0,0,0,0
同感,0.796992481203007,0,0,0.2,0.381818181818182
同期,0.686567164179104,0.0181818181818182,0.0181818181818182,0.2,0.345454545454545
同样,0.723880597014925,0.0363636363636364,0,0.181818181818182,0.381818181818182
同桌,0.824817518248175,0,0,0.181818181818182,0.327272727272727
同理心,0.636363636363636,0.0909090909090909,0.0181818181818182,0.163636363636364,0.218181818181818
同胞,0.681481481481481,0,0,0.2,0.345454545454545
名,0.748031496062992,0,0,0.309090909090909,0.381818181818182
名人,0.597222222222222,0.0181818181818182,0,0.145454545454545,0.236363636363636
名单,0.609375,0.0181818181818182,0,0.236363636363636,0.436363636363636
名声,0.453237410071942,0,0,0.181818181818182,0.290909090909091
名字,0.644444444444444,0,0.0363636363636364,0.218181818181818,0.290909090909091
名片,0.7,0,0.0181818181818182,0.145454545454545,0.290909090909091
名牌,0.619402985074627,0,0.0181818181818182,0.2,0.345454545454545
名称,0.597014925373134,0.0363636363636364,0,0.236363636363636,0.327272727272727
名胜,0.755102040816326,0,0,0.0909090909090909,0.236363636363636
名著,0.423841059602649,0,0,0.127272727272727,0.127272727272727
名誉,0.676691729323308,0.0727272727272727,0,0.218181818181818,0.363636363636364
名词,0.808510638297872,0,0.0181818181818182,0.145454545454545,0.272727272727273
后,0.804347826086957,0.0363636363636364,0,0.163636363636364,0.327272727272727
后代,0.610294117647059,0,0,0.236363636363636,0.290909090909091
后天,0.746478873239437,0,0.0181818181818182,0.0909090909090909,0.309090909090909
后妈,0.692307692307692,0.0181818181818182,0,0.236363636363636,0.4
