Cues,Coverage,Unknown,R1missing
原子,0.727272727272727,0,0
原子弹,0.690909090909091,0,0
原料,0.727272727272727,0.0181818181818182,0
原本,0.745454545454545,0.0181818181818182,0
原来,0.833333333333333,0,0.0181818181818182
原理,0.909090909090909,0,0
原谅,0.851851851851852,0,0.0181818181818182
厦门,0.581818181818182,0,0
厨具,0.836363636363636,0,0
厨师,0.611111111111111,0,0.0181818181818182
厨房,0.8,0,0
去,0.818181818181818,0,0
去世,0.872727272727273,0,0
去死,0.666666666666667,0.0363636363636364,0.0181818181818182
去除,0.454545454545455,0,0
县,0.472727272727273,0.0545454545454545,0
参与,0.854545454545454,0,0
参加,0.927272727272727,0,0
参考,0.836363636363636,0,0
参谋,0.490909090909091,0,0
又,0.654545454545455,0,0
叉,0.727272727272727,0,0
叉子,0.888888888888889,0.0181818181818182,0.0181818181818182
及时,0.527272727272727,0.0181818181818182,0
及格,0.826923076923077,0,0.0545454545454545
友,0.818181818181818,0,0
友人,0.648148148148148,0,0.0181818181818182
友善,0.909090909090909,0,0
友好,0.909090909090909,0,0
友情,0.872727272727273,0.0181818181818182,0
友爱,0.890909090909091,0.0181818181818182,0
友谊,0.709090909090909,0,0
双,0.381818181818182,0,0
双倍,0.6,0.0181818181818182,0
双手,0.563636363636364,0,0
双方,0.763636363636364,0.0181818181818182,0
双胞胎,0.527272727272727,0.0181818181818182,0
反,0.763636363636364,0.0363636363636364,0
反光,0.727272727272727,0,0
反击,0.763636363636364,0.0181818181818182,0
反叛,0.636363636363636,0.0363636363636364,0
反响,0.854545454545454,0,0
反复,0.709090909090909,0.0181818181818182,0
反射,0.690909090909091,0,0
反射弧,0.618181818181818,0,0
反常,0.8,0,0
反应,0.818181818181818,0,0
反弹,0.6,0,0
反思,0.909090909090909,0,0
反感,0.909090909090909,0,0
反抗,0.890909090909091,0.0181818181818182,0
反映,0.836363636363636,0,0
反派,0.672727272727273,0,0
反省,0.909090909090909,0,0
反胃,0.8,0.0181818181818182,0
反面,0.890909090909091,0,0
反馈,0.781818181818182,0,0
反驳,0.703703703703704,0,0.0181818181818182
发,0.872727272727273,0,0
发光,0.727272727272727,0.0181818181818182,0
发动机,0.672727272727273,0,0
发呆,0.690909090909091,0,0
发型,0.777777777777778,0,0.0181818181818182
发射,0.924528301886792,0,0.0363636363636364
发小,0.722222222222222,0,0.0181818181818182
发展,0.818181818181818,0,0
发布,0.836363636363636,0,0
发抖,0.636363636363636,0.0181818181818182,0
发挥,0.611111111111111,0.0181818181818182,0.0181818181818182
发明,0.8,0,0
发泄,0.763636363636364,0,0
发炎,0.563636363636364,0,0
发烧,0.792452830188679,0,0.0363636363636364
发热,0.763636363636364,0,0
发现,0.781818181818182,0,0
发生,0.854545454545454,0,0
发电,0.545454545454545,0,0
发票,0.327272727272727,0,0
发育,0.818181818181818,0.0363636363636364,0
发胖,0.636363636363636,0,0
发芽,0.763636363636364,0,0
发表,0.890909090909091,0,0
发言,0.818181818181818,0.0181818181818182,0
发誓,0.727272727272727,0,0
发财,0.636363636363636,0,0
发达,0.763636363636364,0,0
发送,0.888888888888889,0,0.0181818181818182
发音,0.709090909090909,0,0
叔叔,0.818181818181818,0.0181818181818182,0
取,0.618181818181818,0.0181818181818182,0
取得,0.909090909090909,0.0181818181818182,0
取消,0.818181818181818,0,0
取笑,0.745454545454545,0,0
受,0.909090909090909,0,0
受不了,0.636363636363636,0.0181818181818182,0
受伤,0.709090909090909,0,0
受害,0.745454545454545,0.0181818181818182,0
受害者,0.745454545454545,0,0
受挫,0.890909090909091,0,0
受罪,0.727272727272727,0,0
受苦,0.545454545454545,0,0
受贿,0.727272727272727,0,0
变,0.773584905660377,0,0.0363636363636364
变动,0.781818181818182,0,0
变化,0.727272727272727,0,0
变幻,0.436363636363636,0,0
变异,0.636363636363636,0.0181818181818182,0
变态,0.740740740740741,0,0.0181818181818182
变换,0.618181818181818,0.0181818181818182,0
变色龙,0.763636363636364,0,0
变革,0.818181818181818,0.0181818181818182,0
叙利亚,0.909090909090909,0.0181818181818182,0
叙述,0.927272727272727,0,0
叛徒,0.592592592592593,0,0.0181818181818182
叛逆,0.763636363636364,0,0
口,0.727272727272727,0,0
口号,0.5,0.0363636363636364,0.0181818181818182
口吃,0.87037037037037,0,0.0181818181818182
口头,0.690909090909091,0,0
口头禅,0.538461538461538,0.0181818181818182,0.0545454545454545
口才,0.727272727272727,0,0
口气,0.690909090909091,0,0
口水,0.781818181818182,0,0
口渴,0.836363636363636,0.0181818181818182,0
口琴,0.709090909090909,0.0181818181818182,0
口红,0.722222222222222,0,0.0181818181818182
口罩,0.8,0,0
口腔,0.836363636363636,0,0
口袋,0.745454545454545,0.0181818181818182,0
口角,0.945454545454545,0,0
口语,0.854545454545454,0,0
口音,0.727272727272727,0.0181818181818182,0
口香糖,0.636363636363636,0,0
古人,0.654545454545455,0.0181818181818182,0
古代,0.781818181818182,0,0
古典,0.854545454545454,0,0
古城,0.618181818181818,0,0
古怪,0.745454545454545,0,0
古板,0.745454545454545,0,0
古老,0.818181818181818,0,0
古老的,0.690909090909091,0,0
古董,0.763636363636364,0.0181818181818182,0
古装,0.690909090909091,0,0
古诗,0.722222222222222,0.0181818181818182,0.0181818181818182
古迹,0.763636363636364,0.0181818181818182,0
古风,0.672727272727273,0,0
古龙,0.854545454545454,0.0363636363636364,0
古龙水,0.890909090909091,0.0181818181818182,0
句,0.781818181818182,0,0
句号,0.944444444444444,0,0.0181818181818182
句子,0.727272727272727,0,0
只是,0.8,0,0
只有,0.836363636363636,0,0
只要,0.690909090909091,0,0
叫,0.818181818181818,0,0
叫嚷,0.685185185185185,0,0.0181818181818182
召唤,0.518518518518518,0,0.0181818181818182
可乐,0.690909090909091,0.0181818181818182,0
可以,0.777777777777778,0,0.0181818181818182
可信,0.709090909090909,0.0181818181818182,0
可口,0.927272727272727,0,0
可叹,0.636363636363636,0.0181818181818182,0
可怕,0.796296296296296,0.0181818181818182,0.0181818181818182
可怕的,0.727272727272727,0,0
可怜,0.690909090909091,0.0545454545454545,0
可恨,0.8,0.0181818181818182,0
可恶,0.851851851851852,0.0181818181818182,0.0181818181818182
可悲,0.888888888888889,0,0.0181818181818182
可惜,0.622641509433962,0,0.0363636363636364
可憎,0.818181818181818,0.0363636363636364,0
可是,0.836363636363636,0.0363636363636364,0
可爱,0.690909090909091,0,0
可疑,0.763636363636364,0,0
可笑,0.781818181818182,0.0727272727272727,0
可耻,0.777777777777778,0.0181818181818182,0.0181818181818182
可能,0.854545454545454,0,0
可能性,0.6,0,0
可行,0.690909090909091,0.0363636363636364,0
可见,0.709090909090909,0,0
可贵,0.781818181818182,0,0
可靠,0.890909090909091,0.0363636363636364,0
台灯,0.818181818181818,0,0
台球,0.436363636363636,0,0
台阶,0.8,0,0
台风,0.654545454545455,0,0
右,0.927272727272727,0,0
右手,0.830188679245283,0.0181818181818182,0.0363636363636364
右边,0.872727272727273,0,0
右面,0.909090909090909,0,0
叶,0.872727272727273,0,0
叶子,0.890909090909091,0,0
号,0.781818181818182,0,0
号码,0.818181818181818,0,0
号角,0.4,0,0
司令,0.727272727272727,0,0
司机,0.872727272727273,0,0
司法,0.818181818181818,0.0363636363636364,0
叹气,0.709090909090909,0,0
叽叽喳喳,0.836363636363636,0,0
吃,0.927272727272727,0,0
吃东西,0.909090909090909,0,0
吃人,0.537037037037037,0.0363636363636364,0.0181818181818182
吃土,0.781818181818182,0,0
吃惊,0.722222222222222,0.0545454545454545,0.0181818181818182
吃瓜,0.890909090909091,0,0
吃的,0.854545454545454,0,0
吃肉,0.618181818181818,0.0181818181818182,0
吃药,0.909090909090909,0,0
吃醋,0.8,0,0
吃饭,0.836363636363636,0.0181818181818182,0
合,0.672727272727273,0,0
合伙人,0.745454545454545,0,0
合作,0.636363636363636,0,0
合同,0.654545454545455,0,0
合唱,0.4,0,0
合并,0.545454545454545,0,0
合格,0.826923076923077,0.0181818181818182,0.0545454545454545
合法,0.909090909090909,0,0
合理,0.709090909090909,0.0363636363636364,0
合约,0.818181818181818,0,0
合肥,0.290909090909091,0.0181818181818182,0
合适,0.836363636363636,0,0
吉他,0.62962962962963,0,0.0181818181818182
吉利,0.672727272727273,0,0
吉祥,0.909090909090909,0.0181818181818182,0
吊瓶,0.8,0,0
同事,0.830188679245283,0,0.0363636363636364
同人,0.727272727272727,0,0
同伴,0.854545454545454,0,0
同学,0.8,0,0
同居,0.854545454545454,0,0
同志,0.730769230769231,0,0.0545454545454545
同性,0.8,0,0
同性恋,0.592592592592593,0,0.0181818181818182
同情,0.890909090909091,0,0
同意,0.818181818181818,0,0
同感,0.763636363636364,0,0
同样,0.818181818181818,0.0363636363636364,0
同桌,0.763636363636364,0,0
同理心,0.62962962962963,0.0909090909090909,0.0181818181818182
同胞,0.563636363636364,0,0
名,0.890909090909091,0,0
名人,0.509090909090909,0.0181818181818182,0
名单,0.690909090909091,0.0181818181818182,0
名声,0.327272727272727,0,0
名字,0.716981132075472,0,0.0363636363636364
名片,0.740740740740741,0,0.0181818181818182
名牌,0.574074074074074,0,0.0181818181818182
名称,0.6,0.0363636363636364,0
名胜,0.818181818181818,0,0
名著,0.436363636363636,0,0
名誉,0.636363636363636,0.0727272727272727,0
名词,0.944444444444444,0,0.0181818181818182
后,0.890909090909091,0.0363636363636364,0
后代,0.6,0,0
后天,0.796296296296296,0,0.0181818181818182
后妈,0.745454545454545,0.0181818181818182,0
后宫,0.611111111111111,0,0.0181818181818182
后悔,0.672727272727273,0,0
后来,0.592592592592593,0.0181818181818182,0.0181818181818182
后果,0.763636363636364,0,0
后退,0.666666666666667,0,0.0181818181818182
后面,0.836363636363636,0,0
吐,0.727272727272727,0.0363636363636364,0
吐司,0.927272727272727,0,0
向上,0.763636363636364,0,0
向下,0.854545454545454,0,0
向导,0.963636363636364,0.0181818181818182,0
向往,0.818181818181818,0,0
向日葵,0.777777777777778,0,0.0181818181818182
吓,0.796296296296296,0,0.0181818181818182
吓人,0.890909090909091,0,0
吗,0.792452830188679,0.0181818181818182,0.0363636363636364
君主,0.462962962962963,0.0363636363636364,0.0181818181818182
君子,0.436363636363636,0,0
吝啬,0.672727272727273,0,0
吞,0.872727272727273,0,0
吞咽,0.709090909090909,0,0
吞并,0.781818181818182,0.0363636363636364,0
吞拿鱼,0.436363636363636,0.254545454545455,0
吠,0.872727272727273,0,0
否,0.872727272727273,0.0363636363636364,0
否决,0.818181818181818,0.0181818181818182,0
否则,0.814814814814815,0,0.0181818181818182
否定,0.890909090909091,0,0
否认,0.763636363636364,0,0
吧,0.854545454545454,0,0
吨,0.759259259259259,0.0181818181818182,0.0181818181818182
含义,0.763636363636364,0,0
听,0.909090909090909,0,0
听从,0.890909090909091,0,0
听到,0.777777777777778,0.0181818181818182,0.0181818181818182
听力,0.8,0.0181818181818182,0
听歌,0.722222222222222,0.0181818181818182,0.0181818181818182
听见,0.814814814814815,0.0181818181818182,0.0181818181818182
听觉,0.8,0,0
听诊器,0.927272727272727,0,0
听话,0.836363636363636,0,0
吮吸,0.636363636363636,0,0
启动,0.836363636363636,0,0
吵,0.909090909090909,0,0
吵架,0.836363636363636,0,0
吵闹,0.836363636363636,0.0181818181818182,0
吸,0.87037037037037,0.0181818181818182,0.0181818181818182
吸入,0.648148148148148,0,0.0181818181818182
吸尘器,0.890909090909091,0,0
吸引,0.890909090909091,0,0
吸引人,0.872727272727273,0.0181818181818182,0
吸引力,0.745454545454545,0.0363636363636364,0
吸收,0.763636363636364,0,0
吸毒,0.654545454545455,0,0
吸气,0.472727272727273,0,0
吸烟,0.909090909090909,0,0
吸管,0.890909090909091,0,0
吸血鬼,0.563636363636364,0,0
吹,0.735849056603774,0.0181818181818182,0.0363636363636364
吹毛求疵,0.518518518518518,0.0363636363636364,0.0181818181818182
吹牛,0.6,0.0545454545454545,0
吻,0.672727272727273,0.0363636363636364,0
吼,0.666666666666667,0,0.0181818181818182
呀,0.890909090909091,0.0181818181818182,0
呃,0.811320754716981,0,0.0363636363636364
呆,0.759259259259259,0.0181818181818182,0.0181818181818182
呆板,0.781818181818182,0,0
呆滞,0.690909090909091,0.0181818181818182,0
告,0.745454545454545,0.0181818181818182,0
告别,0.818181818181818,0.0363636363636364,0
告白,0.890909090909091,0.0181818181818182,0
告知,0.944444444444444,0,0.0181818181818182
告示,0.654545454545455,0.0181818181818182,0
告诉,0.854545454545454,0.0363636363636364,0
呐喊,0.781818181818182,0,0
呕吐,0.890909090909091,0,0
呕吐物,0.8,0,0
员,0.709090909090909,0,0
员工,0.888888888888889,0,0.0181818181818182
呛,0.709090909090909,0.0545454545454545,0
呢,0.818181818181818,0,0
呢喃,0.226415094339623,0.0181818181818182,0.0363636363636364
周,0.685185185185185,0.0181818181818182,0.0181818181818182
周一,0.592592592592593,0,0.0181818181818182
周五,0.690909090909091,0,0
周到,0.709090909090909,0.0181818181818182,0
周四,0.818181818181818,0,0
周围,0.727272727272727,0,0
周恩来,0.148148148148148,0,0.0181818181818182
周期,0.796296296296296,0.0181818181818182,0.0181818181818182
周末,0.581818181818182,0.0363636363636364,0
周杰伦,0.481481481481481,0.0363636363636364,0.0181818181818182
周边,0.890909090909091,0,0
呱,0.745454545454545,0.0181818181818182,0
味,0.685185185185185,0,0.0181818181818182
味觉,0.581818181818182,0.0363636363636364,0
味道,0.727272727272727,0,0
呵呵,0.727272727272727,0,0
呵护,0.890909090909091,0,0
呸,0.519230769230769,0,0.0545454545454545
呻吟,0.472727272727273,0.0363636363636364,0
呼,0.648148148148148,0,0.0181818181818182
呼叫,0.764705882352941,0,0.0727272727272727
呼吸,0.703703703703704,0,0.0181818181818182
呼唤,0.740740740740741,0,0.0181818181818182
命,0.777777777777778,0,0.0181818181818182
命令,0.87037037037037,0,0.0181818181818182
命运,0.528301886792453,0,0.0363636363636364
咀嚼,0.927272727272727,0,0
咆哮,0.5,0,0.0181818181818182
和,0.722222222222222,0,0.0181818181818182
和善,0.87037037037037,0,0.0181818181818182
和好,0.709090909090909,0,0
和尚,0.709090909090909,0,0
和平,0.796296296296296,0,0.0181818181818182
和气,0.436363636363636,0.0727272727272727,0
和煦,0.854545454545454,0.0909090909090909,0
和珅,0.314814814814815,0.0363636363636364,0.0181818181818182
和睦,0.872727272727273,0,0
和蔼,0.618181818181818,0,0
和解,0.872727272727273,0,0
和谐,0.927272727272727,0,0
咖啡,0.4,0,0
咧嘴笑,0.8,0,0
咨询,0.927272727272727,0.0181818181818182,0
咬,0.563636363636364,0,0
咳嗽,0.763636363636364,0,0
咸,0.563636363636364,0,0
咸鱼,0.418181818181818,0,0
咽,0.509090909090909,0,0
哀,0.709090909090909,0,0
哀伤,0.777777777777778,0,0.0181818181818182
哀怨,0.563636363636364,0.0181818181818182,0
哀悼,0.727272727272727,0,0
哀愁,0.654545454545455,0,0
哀求,0.6,0,0
品,0.581818181818182,0,0
品味,0.818181818181818,0,0
品德,0.8,0,0
品格,0.945454545454545,0,0
品牌,0.672727272727273,0,0
品种,0.836363636363636,0,0
品行,0.87037037037037,0,0.0181818181818182
品质,0.836363636363636,0,0
哇,0.703703703703704,0,0.0181818181818182
哈,0.685185185185185,0,0.0181818181818182
哈利波特,0.490909090909091,0,0
哈哈,0.865384615384615,0,0.0545454545454545
哈哈哈,0.644444444444444,0,0.181818181818182
哈士奇,0.727272727272727,0.0181818181818182,0
哈姆雷特,0.745454545454545,0,0
哈密瓜,0.672727272727273,0,0
哈尔滨,0.763636363636364,0,0
哈欠,0.763636363636364,0,0
响,0.581818181818182,0,0
响声,0.690909090909091,0,0
哎,0.763636363636364,0,0
哎呀,0.436363636363636,0.0181818181818182,0
哑巴,0.490909090909091,0,0
哥,0.745454545454545,0.0181818181818182,0
哥们,0.685185185185185,0,0.0181818181818182
哥哥,0.87037037037037,0,0.0181818181818182
哦,0.836363636363636,0.0181818181818182,0
哨兵,0.472727272727273,0,0
哪里,0.796296296296296,0,0.0181818181818182
哭,0.849056603773585,0.0181818181818182,0.0363636363636364
哭喊,0.759259259259259,0.0363636363636364,0.0181818181818182
哭声,0.836363636363636,0,0
哭泣,0.872727272727273,0,0
哲学,0.727272727272727,0.0181818181818182,0
哺乳,0.818181818181818,0,0
哺乳动物,0.927272727272727,0,0
哽咽,0.854545454545454,0,0
唇,0.836363636363636,0.0181818181818182,0
唇膏,0.666666666666667,0,0.0181818181818182
唉,0.727272727272727,0.0181818181818182,0
唐,0.8,0.0181818181818182,0
唐僧,0.654545454545455,0,0
唐朝,0.545454545454545,0,0
唐诗,0.654545454545455,0,0
唠叨,0.851851851851852,0,0.0181818181818182
唢呐,0.709090909090909,0.0181818181818182,0
售货员,0.690909090909091,0,0
唯一,0.690909090909091,0,0
唱,0.925925925925926,0,0.0181818181818182
唱歌,0.672727272727273,0,0
唱片,0.618181818181818,0,0
唾液,0.672727272727273,0.0181818181818182,0
啃老,0.481481481481481,0,0.0181818181818182
啄木鸟,0.8,0,0
商,0.709090909090909,0,0
商业,0.727272727272727,0.0181818181818182,0
商人,0.581818181818182,0.0181818181818182,0
商务,0.781818181818182,0,0
商品,0.854545454545454,0,0
商场,0.8,0.0181818181818182,0
商店,0.781818181818182,0,0
商标,0.654545454545455,0,0
商量,0.781818181818182,0,0
啊,0.87037037037037,0,0.0181818181818182
啜泣,0.781818181818182,0.0181818181818182,0
啤酒,0.8,0,0
啥,0.709090909090909,0,0
啪啪,0.8,0,0
啪啪啪,0.773584905660377,0.0181818181818182,0.0363636363636364
啰嗦,0.796296296296296,0.0181818181818182,0.0181818181818182
喂,0.836363636363636,0,0
善,0.87037037037037,0,0.0181818181818182
善事,0.636363636363636,0,0
善心,0.709090909090909,0,0
善恶,0.545454545454545,0,0
善意,0.836363636363636,0,0
善良,0.833333333333333,0.0181818181818182,0.0181818181818182
喇叭,0.890909090909091,0,0
喇叭花,0.781818181818182,0,0
喉咙,0.436363636363636,0,0
喊,0.745454545454545,0,0
喊叫,0.672727272727273,0,0
喊声,0.636363636363636,0,0
喜,0.727272727272727,0,0
喜事,0.8,0,0
喜出望外,0.763636363636364,0,0
喜剧,0.636363636363636,0,0
喜好,0.854545454545454,0.0181818181818182,0
喜宴,0.763636363636364,0,0
喜庆,0.981818181818182,0.0181818181818182,0
喜悦,0.945454545454545,0,0
喜欢,0.8,0,0
喜爱,0.890909090909091,0,0
喜鹊,0.545454545454545,0,0
喝,0.944444444444444,0,0.0181818181818182
喝彩,0.709090909090909,0.0181818181818182,0
喝水,0.781818181818182,0,0
喝的,0.854545454545454,0,0
喝茶,0.636363636363636,0,0
喝酒,0.672727272727273,0,0
喝醉,0.763636363636364,0,0
喧哗,0.854545454545454,0.0181818181818182,0
喧嚣,0.763636363636364,0,0
喧闹,0.818181818181818,0.0181818181818182,0
喵,0.8,0,0
喵喵,0.925925925925926,0,0.0181818181818182
喷嚏,0.709090909090909,0,0
喷射,0.709090909090909,0,0
喷泉,0.781818181818182,0,0
喷雾,0.618181818181818,0,0
嗅,0.763636363636364,0.0181818181818182,0
嗜好,0.8,0,0
嗨,0.666666666666667,0,0.0181818181818182
嗯,0.851851851851852,0,0.0181818181818182
嘈杂,0.745454545454545,0,0
嘉宾,0.660377358490566,0,0.0363636363636364
嘲弄,0.872727272727273,0,0
嘲笑,0.763636363636364,0.0181818181818182,0
嘲讽,0.709090909090909,0.0363636363636364,0
嘴,0.8,0,0
嘴唇,0.745454545454545,0,0
嘴巴,0.867924528301887,0,0.0363636363636364
嘴脸,0.8,0,0
嘻,0.8,0.0363636363636364,0
嘻嘻,0.854545454545454,0,0
嘿,0.763636363636364,0,0
嘿嘿嘿,0.62962962962963,0.0363636363636364,0.0181818181818182
噎住,0.636363636363636,0,0
噢,0.854545454545454,0.0363636363636364,0
器,0.527272727272727,0,0
器具,0.690909090909091,0.0181818181818182,0
器官,0.836363636363636,0.0363636363636364,0
器材,0.945454545454545,0,0
器械,0.8,0,0
噩梦,0.618181818181818,0.0363636363636364,0
噪声,0.818181818181818,0,0
噪音,0.727272727272727,0,0
嚣张,0.309090909090909,0,0
嚼,0.890909090909091,0,0
囚徒,0.818181818181818,0.0181818181818182,0
囚徒困境,0.490909090909091,0.272727272727273,0
囚犯,0.927272727272727,0,0
囚禁,0.763636363636364,0,0
四,0.685185185185185,0.0181818181818182,0.0181818181818182
四合院,0.818181818181818,0,0
四周,0.462962962962963,0,0.0181818181818182
四季,0.454545454545455,0,0
四射,0.890909090909091,0.0363636363636364,0
四川,0.963636363636364,0,0
四级,0.654545454545455,0.0181818181818182,0
四肢,0.672727272727273,0,0
回,0.945454545454545,0,0
回去,0.872727272727273,0,0
回合,0.563636363636364,0,0
回复,0.836363636363636,0,0
回头,0.472727272727273,0,0
回家,0.818181818181818,0.0181818181818182,0
回应,0.833333333333333,0,0.0181818181818182
回归,0.763636363636364,0,0
回忆,0.727272727272727,0,0
回报,0.618181818181818,0,0
回收,0.836363636363636,0.0181818181818182,0
回族,0.8,0,0
回来,0.909090909090909,0,0
回眸,0.818181818181818,0,0
回答,0.909090909090909,0,0
回车,0.745454545454545,0,0
回转,0.509090909090909,0.109090909090909,0
回避,0.727272727272727,0,0
因为,0.963636363636364,0,0
因果,0.745454545454545,0.0181818181818182,0
因此,0.907407407407407,0,0.0181818181818182
因素,0.890909090909091,0,0
团体,0.636363636363636,0,0
团员,0.509090909090909,0.0181818181818182,0
团圆,0.763636363636364,0.0181818181818182,0
团结,0.818181818181818,0,0
团聚,0.8,0,0
团长,0.527272727272727,0.0181818181818182,0
团队,0.830188679245283,0.0181818181818182,0.0363636363636364
园,0.654545454545455,0,0
园丁,0.745454545454545,0.0181818181818182,0
园林,0.872727272727273,0,0
困,0.872727272727273,0.0181818181818182,0
困倦,0.890909090909091,0.0363636363636364,0
困境,0.854545454545454,0,0
困惑,0.927272727272727,0,0
困扰,0.886792452830189,0.0181818181818182,0.0363636363636364
困苦,0.818181818181818,0.0363636363636364,0
困难,0.890909090909091,0,0
围城,0.4,0.0363636363636364,0
围巾,0.781818181818182,0,0
围棋,0.648148148148148,0,0.0181818181818182
围裙,0.8,0,0
围观,0.854545454545454,0,0
固体,0.818181818181818,0,0
固守,0.6,0,0
固定,0.818181818181818,0.0363636363636364,0
固执,0.763636363636364,0,0
国,0.927272727272727,0,0
国产,0.836363636363636,0,0
国企,0.8,0,0
国内,0.763636363636364,0,0
国土,0.709090909090909,0,0
国外,0.909090909090909,0,0
国宝,0.963636363636364,0,0
国家,0.781818181818182,0,0
国庆,0.709090909090909,0,0
国徽,0.854545454545454,0.0181818181818182,0
国旗,0.927272727272727,0,0
国有,0.8,0,0
国歌,0.709090909090909,0.0181818181818182,0
国民党,0.0909090909090909,0,0
国王,0.854545454545454,0,0
国画,0.727272727272727,0.0181818181818182,0
国防,0.818181818181818,0,0
国际,0.8,0,0
国际象棋,0.685185185185185,0,0.0181818181818182
图,0.777777777777778,0,0.0181818181818182
图书,0.909090909090909,0,0
图书馆,0.727272727272727,0,0
图像,0.685185185185185,0,0.0181818181818182
图形,0.836363636363636,0.0181818181818182,0
图标,0.690909090909091,0,0
图案,0.836363636363636,0,0
图片,0.727272727272727,0,0
图画,0.818181818181818,0.0181818181818182,0
图纸,0.854545454545454,0,0
图表,0.618181818181818,0,0
图谋不轨,0.545454545454545,0,0
圆,0.909090909090909,0,0
圆周,0.905660377358491,0,0.0363636363636364
圆周率,0.725,0.0181818181818182,0.272727272727273
圆圈,0.685185185185185,0,0.0181818181818182
圆形,0.87037037037037,0,0.0181818181818182
圆桌,0.818181818181818,0,0
圆润,0.8,0.0181818181818182,0
圆滑,0.654545454545455,0.0181818181818182,0
圆满,0.727272727272727,0.0181818181818182,0
圆珠笔,0.547169811320755,0.0363636363636364,0.0363636363636364
圆的,0.872727272727273,0,0
圆规,0.818181818181818,0,0
圆锥,0.8,0,0
圈,0.727272727272727,0,0
圈套,0.679245283018868,0.0181818181818182,0.0363636363636364
圈子,0.618181818181818,0,0
土,0.703703703703704,0,0.0181818181818182
土匪,0.636363636363636,0,0
土地,0.777777777777778,0,0.0181818181818182
土壤,0.909090909090909,0.0181818181818182,0
土木,0.872727272727273,0,0
土气,0.4,0,0
土耳其,0.654545454545455,0.0181818181818182,0
土豆,0.727272727272727,0.0181818181818182,0
土豪,0.709090909090909,0,0
圣,0.672727272727273,0.0181818181818182,0
圣人,0.763636363636364,0,0
圣母,0.563636363636364,0,0
圣洁,0.909090909090909,0,0
圣经,0.709090909090909,0.0545454545454545,0
圣诞,0.888888888888889,0,0.0181818181818182
圣诞树,0.818181818181818,0,0
圣诞老人,0.709090909090909,0,0
圣诞节,0.773584905660377,0,0.0363636363636364
在,0.690909090909091,0,0
在一起,0.796296296296296,0,0.0181818181818182
在乎,0.872727272727273,0.0363636363636364,0
在意,0.818181818181818,0.0363636363636364,0
地,0.945454545454545,0,0
地下,0.818181818181818,0,0
地下室,0.8,0,0
地中海,0.836363636363636,0,0
地主,0.592592592592593,0,0.0181818181818182
地产,0.872727272727273,0,0
地位,0.927272727272727,0,0
地区,0.654545454545455,0,0
地名,0.745454545454545,0,0
地图,0.763636363636364,0,0
地址,0.792452830188679,0.0181818181818182,0.0363636363636364
地域,0.888888888888889,0.0363636363636364,0.0181818181818182
地基,0.745454545454545,0.0363636363636364,0
地带,0.690909090909091,0.0545454545454545,0
地平线,0.672727272727273,0.0363636363636364,0
地形,0.836363636363636,0,0
地方,0.727272727272727,0,0
地板,0.781818181818182,0.0363636363636364,0
地标,0.781818181818182,0,0
地毯,0.722222222222222,0,0.0181818181818182
地点,0.836363636363636,0,0
地狱,0.8,0,0
地球,0.888888888888889,0,0.0181818181818182
地理,0.872727272727273,0,0
地窖,0.648148148148148,0,0.0181818181818182
地貌,0.618181818181818,0.0363636363636364,0
地质,0.6,0,0
地铁,0.611111111111111,0,0.0181818181818182
地雷,0.745454545454545,0,0
地震,0.722222222222222,0,0.0181818181818182
地面,0.836363636363636,0,0
场,0.618181818181818,0,0
场合,0.763636363636364,0.0363636363636364,0
场地,0.763636363636364,0,0
场所,0.781818181818182,0,0
场景,0.818181818181818,0,0
场面,0.727272727272727,0,0
均匀,0.781818181818182,0,0
均衡,0.777777777777778,0,0.0181818181818182
坎坷,0.8,0,0
坏,0.836363636363636,0,0
坏了,0.745454545454545,0.0181818181818182,0
坏事,0.703703703703704,0,0.0181818181818182
坏人,0.854545454545454,0,0
坏的,0.890909090909091,0,0
坏蛋,0.672727272727273,0,0
坐,0.727272727272727,0,0
坐垫,0.818181818181818,0.0181818181818182,0
坐标,0.672727272727273,0,0
坐牢,0.8,0,0
坑,0.527272727272727,0,0
块,0.654545454545455,0,0
坚决,0.740740740740741,0,0.0181818181818182
坚固,0.872727272727273,0.0181818181818182,0
坚守,0.909090909090909,0,0
坚定,0.854545454545454,0,0
坚强,0.8,0,0
坚持,0.872727272727273,0,0
坚持不懈,0.654545454545455,0,0
坚果,0.636363636363636,0,0
坚硬,0.796296296296296,0.0545454545454545,0.0181818181818182
坚韧,0.436363636363636,0.0363636363636364,0
坛子,0.581818181818182,0.0181818181818182,0
坟,0.690909090909091,0,0
坟墓,0.890909090909091,0,0
坠机,0.685185185185185,0.0181818181818182,0.0181818181818182
坠落,0.745454545454545,0,0
坦克,0.8,0.0181818181818182,0
坦率,0.618181818181818,0,0
坦白,0.472727272727273,0.0181818181818182,0
垂直,0.672727272727273,0,0
垃圾,0.745454545454545,0,0
垃圾桶,0.618181818181818,0,0
垃圾食品,0.745454545454545,0,0
垫,0.563636363636364,0,0
垫子,0.654545454545455,0,0
埃及,0.836363636363636,0,0
埋伏,0.618181818181818,0,0
埋怨,0.8,0,0
埋葬,0.818181818181818,0.0181818181818182,0
城,0.854545454545454,0,0
城堡,0.745454545454545,0.0363636363636364,0
城墙,0.690909090909091,0,0
